Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
557859,22822,CREAM WALL PLANTER HEART SHAPED,2.0,2011-06-23 11:55:00,5.95,17709.0,United Kingdom
561879,23209,LUNCH BAG DOILEY PATTERN,10.0,2011-07-31 12:43:00,1.65,13722.0,United Kingdom
578852,20655,QUEEN OF SKIES LUGGAGE TAG mixed_CASE,1.0,,1.25,17841.0,United Kingdom ???
578344,72799E,IVORY PILLAR CANDLE SILVER FLOCK,3.0,2011-11-24 09:21:00,3.29,,United Kingdom
578248,22710,WRAP I LOVE LONDON,25.0,2011-11-23 12:40:00,0.42,16255.0,United Kingdom
567211,23285,PINK VINTAGE SPOT BEAKER,6.0,2011-09-19 11:02:00,0.85,14159.0,United Kingdom
537666,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE ###,4.0,,3.36,,United Kingdom mixed_CASE
580730,23172,REGENCY TEA PLATE PINK ???,2.0,,3.29,,United Kingdom ???
574958,23078,ICE CREAM PEN LIP GLOSS,24.0,2011-11-08 10:00:00,1.25,14050.0,United Kingdom
568513,21131,GOLD STANDING GNOME,1.0,2011-09-27 12:36:00,4.25,13555.0,United Kingdom
541520,1315920.000,SCANDINAVIAN PAISLEY PICNIC BAG,5.0,2011-01-19 09:13:00,2.95,12422.0,Australia
578092,22617,BAKING SET SPACEBOY DESIGN,3.0,2011-11-22 17:19:00,4.95,16811.0,United Kingdom
548468,22776,SWEETHEART CAKESTAND 3 TIER,1.0,2011-03-31 12:28:00,9.95,14818.0,United Kingdom
555249,37340,MULTICOLOUR SPRING FLOWER MUG,2.0,2011-06-01 14:57:00,0.39,17472.0,United Kingdom
545906,22087,PAPER BUNTING WHITE LACE,6.0,2011-03-08 09:23:00,2.95,15764.0,United Kingdom
543909,84978,HANGING HEART JAR T-LIGHT HOLDER,4.0,2011-02-14 12:32:00,2.46,,United Kingdom
552816,23084,RABBIT NIGHT LIGHT typoo,1.0,,2.08,15521.0,United Kingdom INVALID
578317,22835,HOT WATER BOTTLE I AM SO POORLY @@@,4.0,2011-11-23 16:47:00,4.95,15398.0,United Kingdom
558904,22983,CARD BILLBOARD FONT,1.0,2011-07-04 16:18:00,0.83,,United Kingdom
572549,22196,SMALL HEART MEASURING SPOONS INVALID,1.0,,1.63,,United Kingdom typoo
576329,22599,CHRISTMAS MUSICAL ZINC STAR,4.0,2011-11-14 15:22:00,0.83,,United Kingdom
567906,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8.0,2011-09-22 16:46:00,3.29,14113.0,United Kingdom
551268,62043B,BLUE CHECK BAG W HANDLE 34X20CM,3.0,2011-04-27 12:08:00,0.83,16965.0,United Kingdom
577768,35471D,SET OF 3 BIRD LIGHT PINK FEATHER,2.0,2011-11-21 15:18:00,1.25,,United Kingdom
577473,21064,BOOM BOX SPEAKER BOYS,2.0,2011-11-20 11:28:00,5.95,15919.0,United Kingdom
549023,22539,MINI JIGSAW DOLLY GIRL,1.0,2011-04-05 16:27:00,0.83,,United Kingdom
568165,23366,SET 12 COLOURING PENCILS DOILY,24.0,2011-09-25 12:42:00,0.65,17131.0,United Kingdom
572544,37500,TEA TIME TEAPOT IN GIFT BOX,3.0,,4.95,16023.0,United Kingdom
579456,21739,COSY SLIPPER SHOES SMALL GREEN,1.0,2011-11-29 14:20:00,2.95,13428.0,United Kingdom mixed_CASE
537638,22728,ALARM CLOCK BAKELIKE PINK,1.0,2010-12-07 15:28:00,7.62,,United Kingdom
540690,85014B,RED RETROSPOT UMBRELLA,3.0,,5.95,13473.0,United Kingdom bad_value
575583,2353800.000,WALL ART VINTAGE HEART,1.0,2011-11-10 11:55:00,4.95,14456.0,United Kingdom
560224,20752,BLUE POLKADOT WASHING UP GLOVES,4.0,2011-07-15 16:06:00,2.1,14572.0,United Kingdom
543777,22379,RECYCLING BAG RETROSPOT typoo,5.0,,2.1,15406.0,United Kingdom mixed_CASE
574914,85150,LADIES & GENTLEMEN METAL SIGN,1.0,2011-11-07 16:16:00,2.55,17109.0,United Kingdom
572913,23322,LARGE WHITE HEART OF WICKER,2.0,2011-10-26 16:21:00,2.95,15993.0,United Kingdom
544303,48138,DOORMAT UNION FLAG bad_value,2.0,,7.95,18116.0,United Kingdom @@@
537041,84924A,WAKE UP COCKEREL CALENDAR SIGN,1.0,2010-12-05 10:36:00,3.75,16033.0,United Kingdom
553387,20619,TROPICAL PASSPORT COVER,1.0,2011-05-16 16:33:00,1.63,,United Kingdom
571671,23551,PACK OF 12 PAISLEY PARK TISSUES,12.0,2011-10-18 13:15:00,0.39,16940.0,United Kingdom
566851,22940,FELTCRAFT CHRISTMAS FAIRY @@@,4.0,,4.25,15573.0,United Kingdom ###
539718,20755,BLUE PAISLEY POCKET BOOK,1.0,2010-12-21 13:06:00,1.66,,United Kingdom
540418,85169B,BLACK LOVE BIRD CANDLE,4.0,2011-01-07 11:04:00,85.0,,United Kingdom
569486,22678,FRENCH BLUE METAL DOOR SIGN 3,1.0,2011-10-04 12:51:00,1.25,15339.0,United Kingdom
569524,85054,FRENCH ENAMEL POT W LID,1.0,2011-10-04 14:42:00,2.95,14506.0,United Kingdom
576503,21231,SWEETHEART CERAMIC TRINKET BOX INVALID,12.0,,1.25,17540.0,United Kingdom INVALID
559979,20981,12 PENCILS TALL TUBE WOODLAND,24.0,2011-07-14 11:20:00,0.85,14862.0,United Kingdom
571054,23275,SET OF 3 HANGING OWLS OLLIE BEAK typoo,2.0,,1.25,14234.0,United Kingdom @@@
559817,21534,DAIRY MAID LARGE MILK JUG ###,10.0,,4.13,,United Kingdom ###
556063,23284,DOORMAT KEEP CALM AND COME IN,1.0,2011-06-08 14:09:00,7.95,14587.0,United Kingdom bad_value
543448,22896,PEG BAG APPLES DESIGN,1.0,,5.79,,United Kingdom ???
557954,48111,DOORMAT 3 SMILEY CATS,2.0,2011-06-23 18:44:00,7.95,15023.0,United Kingdom
577315,22982,PANTRY PASTRY BRUSH ???,1.0,,1.25,17811.0,United Kingdom typoo
548627,22440,BALLOON WATER BOMB PACK OF 35,1200.0,2011-04-01 12:19:00,0.36,16333.0,United Kingdom
560278,23106,ZINC HEARTS PLANT POT HOLDER bad_value,1.0,,2.89,13610.0,United Kingdom typoo
536876,21828,EIGHT PIECE SNAKE  SET mixed_CASE,1.0,,2.51,,United Kingdom @@@
559317,21524,DOORMAT SPOTTY HOME SWEET HOME,1.0,2011-07-07 14:03:00,7.95,17611.0,United Kingdom
552963,84992,72 SWEETHEART FAIRY CAKE CASES mixed_CASE,720.0,2011-05-12 12:57:00,0.55,16743.0,United Kingdom
581023,23194,GYMKHANA TREASURE BOOK BOX,1.0,2011-12-07 10:35:00,4.58,,United Kingdom
543804,21668,RED STRIPE CERAMIC DRAWER KNOB,12.0,2011-02-13 12:17:00,1.25,16434.0,United Kingdom
577103,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12.0,2011-11-17 17:08:00,0.85,15081.0,United Kingdom
547090,22479,DAISY GARDEN MARKER,10.0,2011-03-20 16:12:00,1.25,17230.0,United Kingdom
550458,21983,PACK OF 12 BLUE PAISLEY TISSUES,1.0,2011-04-18 13:13:00,0.83,,United Kingdom
567124,17021,NAMASTE SWAGAT INCENSE,36.0,2011-09-16 13:45:00,0.3,15240.0,United Kingdom
568326,20679,EDWARDIAN PARASOL RED ???,3.0,,5.95,13200.0,United Kingdom ###
577938,23497,CLASSIC CHROME BICYCLE BELL,12.0,2011-11-22 12:07:00,1.45,15525.0,United Kingdom
551194,21713,CITRONELLA CANDLE FLOWERPOT,4.0,2011-04-27 11:12:00,2.1,14606.0,United Kingdom
552824,22918,HERB MARKER PARSLEY ???,6.0,,0.65,14056.0,United Kingdom ###
-17331690.000,22694,WICKER STAR,3.0,2011-11-21 12:36:00,2.1,16713.0,United Kingdom
555125,20728,LUNCH BAG CARS BLUE,10.0,2011-05-31 15:26:00,1.65,13481.0,United Kingdom
580115,22547,MINI JIGSAW DINOSAUR,1.0,2011-12-01 16:22:00,0.83,,United Kingdom
579559,20719,WOODLAND CHARLOTTE BAG,2.0,2011-11-30 11:30:00,0.85,16764.0,United Kingdom
541249,22355,CHARLOTTE BAG SUKI DESIGN,10.0,2011-01-16 13:18:00,0.85,13700.0,United Kingdom
541496,22502,PICNIC BASKET WICKER SMALL,3.0,2011-01-18 15:00:00,8.29,,United Kingdom
572680,21993,FLORAL FOLK STATIONERY SET,2.0,2011-10-25 13:48:00,1.25,,Portugal
559542,21990,MODERN FLORAL STATIONERY SET,2.0,2011-07-10 13:32:00,1.25,17126.0,United Kingdom
581217,23004,TRAVEL CARD WALLET PANTRY,3.0,2011-12-08 09:20:00,0.83,,United Kingdom
541971,22101,MIRROR MOSAIC VOTIVE HOLDER,4.0,2011-01-24 13:48:00,2.46,,United Kingdom
572550,21812,GARLAND WITH HEARTS AND BELLS ###,1.0,,3.29,,United Kingdom
555277,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2.0,2011-06-01 17:30:00,4.13,,United Kingdom
564835,84919,BLUE CUSHION COVER WITH FLOWER ???,6.0,,5.79,,United Kingdom ???
538808,22564,ALPHABET STENCIL CRAFT,6.0,2010-12-14 12:11:00,1.25,14057.0,United Kingdom
555275,21791,VINTAGE HEADS AND TAILS CARD GAME,1.0,,2.46,,United Kingdom
555923,85066,CREAM SWEETHEART MINI CHEST ???,1.0,,24.96,,United Kingdom
566301,22418,10 COLOUR SPACEBOY PEN,1.0,2011-09-11 16:06:00,0.85,16474.0,United Kingdom
570420,21925,UNION STRIPE CUSHION COVER,2.0,2011-10-10 13:33:00,1.25,1784100.0,United Kingdom
579744,23569,TRADTIONAL ALPHABET STAMP SET ???,3.0,,4.95,,United Kingdom
546248,22149,FELTCRAFT 6 FLOWER FRIENDS,6.0,2011-03-10 13:46:00,2.1,16477.0,United Kingdom
537225,84944,SET OF 6 KASHMIR FOLKART BAUBLES,4.0,2010-12-05 16:41:00,4.25,12748.0,United Kingdom
542002,21928,JUMBO BAG SCANDINAVIAN PAISLEY,20.0,2011-01-25 10:57:00,1.65,14298.0,United Kingdom
560095,21361,LOVE LARGE WOOD LETTERS,1.0,2011-07-14 17:14:00,12.75,17848.0,United Kingdom
547906,82582,AREA PATROLLED METAL SIGN,2.0,,2.1,14410.0,United Kingdom @@@
577152,22899,CHILDREN'S APRON DOLLY GIRL,6.0,2011-11-18 09:53:00,2.1,14277.0,France
576351,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,2.0,2011-11-14 15:51:00,4.25,17235.0,United Kingdom
558558,22661,CHARLOTTE BAG DOLLY GIRL DESIGN ###,2.0,2011-06-30 13:17:00,0.85,17841.0,United Kingdom typoo
542914,22386,JUMBO BAG PINK POLKADOT,5.0,2011-02-01 16:03:00,1.95,16161.0,United Kingdom
559797,21219,SET/4 BADGES BALLOON GIRL,10.0,2011-07-12 13:31:00,1.25,12720.0,Germany
573585,22973,CHILDREN'S CIRCUS PARADE MUG,1.0,2011-10-31 14:41:00,3.29,,United Kingdom
545645,22968,ROSE COTTAGE KEEPSAKE BOX,1.0,2011-03-04 12:42:00,9.95,12755.0,Japan
568060,22469,HEART OF WICKER SMALL,2.0,2011-09-23 13:11:00,1.65,14546.0,United Kingdom
552877,23206,LUNCH BAG APPLE DESIGN,10.0,2011-05-12 09:49:00,1.65,14883.0,United Kingdom
580877,20973,12 PENCIL SMALL TUBE WOODLAND,3.0,2011-12-06 12:15:00,0.65,17250.0,United Kingdom
547340,22053,EMPIRE DESIGN ROSETTE bad_value,10.0,,1.25,14875.0,United Kingdom INVALID
577080,22491,PACK OF 12 COLOURED PENCILS,12.0,2011-11-17 15:24:00,0.85,17001.0,United Kingdom
556510,11001,ASSTD DESIGN RACING CAR PEN typoo,16.0,,1.69,14911.0,EIRE INVALID
577358,23284,DOORMAT KEEP CALM AND COME IN bad_value,1.0,,15.79,,United Kingdom ???
553013,23111,PARISIENNE SEWING BOX,1.0,2011-05-12 18:19:00,24.96,,United Kingdom
549537,85187,S/12 MINI RABBIT EASTER,1.0,2011-04-08 17:22:00,1.65,,United Kingdom
573248,21975,PACK OF 60 DINOSAUR CAKE CASES,2.0,2011-10-28 12:09:00,0.55,14498.0,United Kingdom
548358,85020,ROUND PINK HEART MIRROR,6.0,2011-03-30 15:29:00,2.1,15832.0,United Kingdom
570791,23065,LARGE DECO JEWELLERY STAND INVALID,1.0,2011-10-12 11:58:00,12.5,17346.0,United Kingdom @@@
561600,21174,POTTERING IN THE SHED METAL SIGN,2.0,2011-07-28 11:29:00,2.08,15861.0,United Kingdom
576932,23267,SET OF 4 SANTA PLACE SETTINGS,24.0,,125.0,15443.0,United Kingdom
541215,21874,GIN AND TONIC MUG mixed_CASE,12.0,,1.25,14329.0,United Kingdom @@@
569834,22138,BAKING SET 9 PIECE RETROSPOT @@@,9.0,,4.95,14383.0,United Kingdom @@@
568228,85124C,GREEN JUICY FRUIT PHOTO FRAME ###,6.0,,2.55,15358.0,United Kingdom ???
568667,21039,RED RETROSPOT SHOPPING BAG,1.0,2011-09-28 13:00:00,2.55,14606.0,United Kingdom
559817,20977,36 PENCILS TUBE WOODLAND,1.0,2011-07-12 16:20:00,2.46,,United Kingdom @@@
537049,22867,HAND WARMER BIRD DESIGN,12.0,2010-12-05 11:04:00,2.1,16241.0,United Kingdom
572290,22983,CARD BILLBOARD FONT,12.0,2011-10-23 12:46:00,0.42,14800.0,United Kingdom
563699,22624,IVORY KITCHEN SCALES,2.0,2011-08-18 13:47:00,8.5,13381.0,United Kingdom
547383,16237,SLEEPING CAT ERASERS,30.0,2011-03-22 15:42:00,0.21,12613.0,Germany
548319,84968A,SET OF 16 VINTAGE ROSE CUTLERY INVALID,2.0,,12.75,14180.0,United Kingdom ???
544685,22692,DOORMAT WELCOME TO OUR HOME INVALID,2.0,,7.95,13285.0,United Kingdom ###
547571,23052,RECYCLED ACAPULCO MAT TURQUOISE,2.0,2011-03-24 09:52:00,8.25,16265.0,United Kingdom
571716,21987,PACK OF 6 SKULL PAPER CUPS,4.0,2011-10-18 17:05:00,1.63,,United Kingdom
549558,21034,REX CASH+CARRY JUMBO SHOPPER,1.0,2011-04-10 13:21:00,0.95,15058.0,United Kingdom
565917,22398,MAGNETS PACK OF 4 SWALLOWS,1.0,2011-09-07 16:15:00,2.46,,United Kingdom ???
546884,22182,CAKE STAND VICTORIAN FILIGREE SMALL,1.0,2011-03-17 18:08:00,4.13,,United Kingdom
539084,84836,ZINC METAL HEART DECORATION,12.0,2010-12-16 09:31:00,1.25,13890.0,United Kingdom
568188,22548,HEADS AND TAILS SPORTING FUN,2.0,2011-09-25 14:33:00,1.25,16049.0,United Kingdom
543309,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1.0,2011-02-07 12:05:00,3.75,18118.0,United Kingdom
578074,21328,BALLOONS  WRITING SET,1.0,2011-11-22 16:06:00,1.65,17590.0,United Kingdom
538514,21755,LOVE BUILDING BLOCK WORD,1.0,2010-12-12 14:27:00,5.95,15044.0,United Kingdom
564818,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1.0,,4.96,,United Kingdom typoo
545217,85131D,BEADED CRYSTAL HEART PINK ON STICK typoo,1.0,,0.83,,United Kingdom
538660,82484,WOOD BLACK BOARD ANT WHITE FINISH,6.0,,6.45,15808.0,United Kingdom ???
579408,21642,ASSORTED TUTTI FRUTTI PEN,1.0,2011-11-29 12:34:00,0.29,14701.0,United Kingdom
554511,22457,NATURAL SLATE HEART CHALKBOARD,5.0,2011-05-24 15:52:00,2.95,,United Kingdom
536984,21042,RED RETROSPOT APRON,1.0,2010-12-03 14:35:00,5.95,17841.0,United Kingdom
570380,21899,GARAGE KEY FOB,1.0,2011-10-10 12:35:00,0.65,14606.0,United Kingdom
568719,90214H,"LETTER ""H"" BLING KEY RING",1.0,2011-09-28 16:19:00,0.83,,United Kingdom
561205,84926F,PSYCHEDELIC TILE COASTER,24.0,2011-07-25 15:48:00,0.29,17693.0,United Kingdom
576329,22167,OVAL WALL MIRROR DIAMANTE,1.0,2011-11-14 15:22:00,8.29,,United Kingdom
561030,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,24.0,2011-07-24 11:25:00,1.25,16407.0,United Kingdom
547867,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1.0,,2.95,13357.0,United Kingdom
538379,22301,COFFEE MUG CAT + BIRD DESIGN,1.0,2010-12-12 11:26:00,2.55,17126.0,United Kingdom
541696,84568,GIRLS ALPHABET IRON ON PATCHES,12.0,2011-01-20 18:08:00,0.42,,United Kingdom
556728,23199,JUMBO BAG APPLES,4.0,,2.08,15719.0,United Kingdom
559710,20719,WOODLAND CHARLOTTE BAG,20.0,2011-07-12 10:25:00,0.85,12474.0,Germany
569037,22364,GLASS JAR DIGESTIVE BISCUITS,48.0,2011-09-30 10:45:00,2.55,13263.0,United Kingdom
553167,47566,PARTY BUNTING,34.0,2011-05-13 16:19:00,10.79,,United Kingdom
570388,48111,DOORMAT 3 SMILEY CATS,2.0,2011-10-10 12:37:00,8.25,14911.0,EIRE
562932,23000,TRAVEL CARD WALLET TRANSPORT,24.0,,0.42,16904.0,United Kingdom
577078,22099,CARAVAN SQUARE TISSUE BOX ###,2.0,,2.46,,United Kingdom ???
581414,21164,HOME SWEET HOME METAL SIGN,1.0,,2.95,14730.0,United Kingdom
575756,35833P,4 PINK FLOCK CHRISTMAS BALLS,5.0,,1.25,18118.0,United Kingdom
548516,22061,LARGE CAKE STAND  HANGING STRAWBERY,1.0,2011-03-31 16:28:00,20.79,,United Kingdom
554305,M,Manual typoo,1.0,2011-05-23 14:58:00,557.72,12757.0,Portugal
561515,22616,PACK OF 12 LONDON TISSUES,2.0,2011-07-27 15:16:00,0.83,,United Kingdom
555199,84849D,HOT BATHS SOAP HOLDER,1.0,2011-06-01 12:05:00,1.69,14606.0,United Kingdom
550458,22918,HERB MARKER PARSLEY,2.0,2011-04-18 13:13:00,1.63,,United Kingdom
576617,21494,ROTATING LEAVES T-LIGHT HOLDER,8.0,2011-11-15 16:57:00,2.46,,United Kingdom
546107,22752,SET 7 BABUSHKA NESTING BOXES,1.0,2011-03-09 12:33:00,8.5,17238.0,United Kingdom
543277,22191,IVORY DINER WALL CLOCK,1.0,2011-02-06 14:33:00,8.5,15808.0,United Kingdom
547910,47593A,CAROUSEL PONIES BABY BIB bad_value,5.0,,0.29,14159.0,United Kingdom
563549,21078,SET/20 STRAWBERRY PAPER NAPKINS,1.0,2011-08-17 12:34:00,2.46,,United Kingdom
577130,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD mixed_CASE,1.0,,165.0,15861.0,United Kingdom mixed_CASE
555406,22433,WATERING CAN GREEN DINOSAUR,1.0,2011-06-02 19:50:00,1.95,17231.0,United Kingdom
537606,21811,CHRISTMAS HANGING HEART WITH BELL,48.0,2010-12-07 13:16:00,1.25,15002.0,United Kingdom
537641,22659,LUNCH BOX I LOVE LONDON,3.0,,2.51,,United Kingdom
553202,22676,FRENCH BLUE METAL DOOR SIGN 1,1.0,2011-05-15 16:02:00,1.25,15854.0,United Kingdom
541784,21061,PARTY INVITES FOOTBALL,4.0,2011-01-21 12:37:00,0.85,17277.0,United Kingdom
537138,22737,RIBBON REEL CHRISTMAS PRESENT,3.0,2010-12-05 12:44:00,1.65,17211.0,United Kingdom
568491,22847,BREAD BIN DINER STYLE IVORY @@@,1.0,,16.95,15443.0,United Kingdom mixed_CASE
34611420.000,23499,SET 12 VINTAGE DOILY CHALK,2.0,2011-11-16 15:52:00,0.42,12748.0,United Kingdom
568142,23404,HOME SWEET HOME BLACKBOARD,1.0,2011-09-25 11:22:00,4.95,16744.0,United Kingdom
538508,21592,RETROSPOT CIGAR BOX MATCHES INVALID,4.0,2010-12-12 13:32:00,1.25,15998.0,United Kingdom ###
578088,22155,STAR DECORATION RUSTIC,6.0,2011-11-22 16:47:00,0.42,16376.0,United Kingdom
566913,84754,S/15 SILVER GLASS BAUBLES IN BAG,3.0,2011-09-15 14:07:00,1.25,17602.0,United Kingdom
540356,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3.0,2011-01-06 15:12:00,4.21,,United Kingdom
553523,21912,VINTAGE SNAKES & LADDERS,4.0,2011-05-17 14:46:00,7.46,,United Kingdom
562955,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6.0,2011-08-11 10:14:00,2.46,,United Kingdom
541999,21773,DECORATIVE ROSE BATHROOM BOTTLE,1.0,2011-01-25 10:45:00,2.46,,United Kingdom
558523,21877,HOME SWEET HOME MUG,828.0,2011-06-30 10:44:00,1.06,17949.0,United Kingdom
573870,22555,PLASTERS IN TIN STRONGMAN,1.0,2011-11-01 12:25:00,1.65,14485.0,United Kingdom
576076,23661,MILK MAIDS MUG,6.0,2011-11-13 16:18:00,1.65,14382.0,United Kingdom
572103,20869,GOLD FABRIC MIRROR,1.0,2011-10-20 15:57:00,0.39,17571.0,United Kingdom
566053,23309,SET OF 60 I LOVE LONDON CAKE CASES,2.0,,0.55,14410.0,United Kingdom
574967,84029E,RED WOOLLY HOTTIE WHITE HEART.,7.0,2011-11-08 10:51:00,9.13,,United Kingdom
537192,22638,SET OF 4 NAPKIN CHARMS CROWNS,1.0,2010-12-05 13:42:00,2.55,16402.0,United Kingdom
33651360.000,16161P,WRAP ENGLISH ROSE,25.0,2011-07-21 13:06:00,0.42,16607.0,United Kingdom
547664,21395,BLUE POLKADOT BEAKER,12.0,2011-03-24 13:16:00,0.39,13069.0,United Kingdom
573142,20832,RED FLOCK LOVE HEART PHOTO FRAME,24.0,2011-10-27 17:48:00,0.39,18035.0,United Kingdom
562955,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",1.0,2011-08-11 10:14:00,4.96,,United Kingdom
556470,48188,DOORMAT WELCOME PUPPIES,2.0,2011-06-12 11:41:00,7.95,15291.0,United Kingdom
575138,23173,REGENCY TEAPOT ROSES,1.0,2011-11-08 15:24:00,19.96,,United Kingdom
545150,85099F,JUMBO BAG STRAWBERRY,10.0,2011-02-28 12:27:00,1.95,14227.0,United Kingdom
546731,85014B,RED RETROSPOT UMBRELLA,3.0,2011-03-16 11:39:00,5.95,13089.0,United Kingdom
537205,22251,BIRDHOUSE DECORATION MAGIC GARDEN,12.0,2010-12-05 14:52:00,1.25,13034.0,United Kingdom
563549,22385,JUMBO BAG SPACEBOY DESIGN INVALID,3.0,2011-08-17 12:34:00,4.13,,United Kingdom
555368,82486,WOOD S/3 CABINET ANT WHITE FINISH,2.0,2011-06-02 14:30:00,8.95,13437.0,United Kingdom
577840,21238,RED RETROSPOT CUP,16.0,2011-11-22 10:34:00,0.85,17324.0,United Kingdom
562933,37342,POLKADOT COFFEE CUP & SAUCER PINK,1.0,2011-08-10 16:51:00,2.46,,United Kingdom
576665,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,1.0,2011-11-16 11:46:00,2.55,17841.0,United Kingdom
544062,22162,HEART GARLAND RUSTIC PADDED,3.0,2011-02-15 13:19:00,2.95,15311.0,United Kingdom
552269,22920,HERB MARKER BASIL,1.0,2011-05-08 11:52:00,0.65,16121.0,United Kingdom
542269,22507,MEMO BOARD RETROSPOT  DESIGN,8.0,2011-01-27 09:33:00,4.95,14442.0,Channel Islands
564640,23353,6 GIFT TAGS VINTAGE CHRISTMAS,12.0,2011-08-26 13:00:00,0.83,14837.0,United Kingdom
570455,22209,WOOD STAMP SET HAPPY BIRTHDAY ###,2.0,,0.83,14529.0,United Kingdom ###
553148,22384,LUNCH BAG PINK POLKADOT,10.0,2011-05-13 14:09:00,1.65,,Hong Kong
556909,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY typoo,2.0,2011-06-15 13:23:00,12.75,17536.0,United Kingdom
580654,23117,POPPY FIELDS CHOPPING BOARD,1.0,2011-12-05 13:37:00,4.95,15854.0,United Kingdom
547850,85061W,WHITE JEWELLED HEART DECORATION bad_value,5.0,,0.85,14472.0,United Kingdom
549558,22921,HERB MARKER CHIVES,1.0,2011-04-10 13:21:00,0.65,15058.0,United Kingdom
540023,21239,PINK  POLKADOT CUP,13.0,2011-01-04 12:58:00,0.85,15039.0,United Kingdom
568180,22569,FELTCRAFT CUSHION BUTTERFLY,1.0,2011-09-25 13:42:00,3.75,15429.0,United Kingdom
564643,22385,JUMBO BAG SPACEBOY DESIGN,4.0,2011-08-26 13:25:00,2.08,15356.0,United Kingdom
554415,84946,ANTIQUE SILVER T-LIGHT GLASS,24.0,2011-05-24 12:10:00,1.25,18202.0,United Kingdom
538071,22152,PLACE SETTING WHITE STAR,6.0,2010-12-09 14:09:00,1.66,,United Kingdom
565226,23293,SET OF 12 FAIRY CAKE BAKING CASES,8.0,2011-09-02 08:50:00,0.83,16992.0,United Kingdom
552358,22918,HERB MARKER PARSLEY,12.0,2011-05-09 12:20:00,0.65,15673.0,United Kingdom
564038,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,12.0,,1.65,16555.0,United Kingdom
576615,23395,BELLE JARDINIERE CUSHION COVER,5.0,2011-11-15 16:42:00,3.75,17231.0,United Kingdom bad_value
565451,22960,JAM MAKING SET WITH JARS,6.0,2011-09-04 15:37:00,4.25,15365.0,United Kingdom
543985,22915,ASSORTED BOTTLE TOP  MAGNETS,1.0,2011-02-15 09:44:00,4.96,,United Kingdom
575983,35970,ZINC FOLKART SLEIGH BELLS,12.0,2011-11-13 13:45:00,1.69,13379.0,United Kingdom mixed_CASE
570258,21174,POTTERING IN THE SHED METAL SIGN,3.0,2011-10-10 09:56:00,4.13,,United Kingdom
565766,23208,LUNCH BAG VINTAGE LEAF DESIGN,1.0,2011-09-06 14:23:00,1.65,17841.0,United Kingdom
536876,21481,FAWN BLUE HOT WATER BOTTLE,1.0,2010-12-03 11:36:00,5.91,,United Kingdom
576141,21650,ASSORTED TUTTI FRUTTI BRACELET,24.0,2011-11-14 10:47:00,0.19,14911.0,EIRE
564734,22195,LARGE HEART MEASURING SPOONS @@@,2.0,,1.65,12484.0,Spain
577126,23392,SPACEBOY ROCKET LOLLY MAKERS,12.0,2011-11-17 19:22:00,2.08,12406.0,Denmark
545232,22570,FELTCRAFT CUSHION RABBIT,4.0,2011-03-01 10:19:00,3.75,15676.0,United Kingdom ???
576857,22906,12 MESSAGE CARDS WITH ENVELOPES,5.0,2011-11-16 15:52:00,1.65,12748.0,United Kingdom
560051,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12.0,2011-07-14 15:22:00,1.45,15306.0,United Kingdom
565450,22729,ALARM CLOCK BAKELIKE ORANGE,4.0,2011-09-04 15:22:00,3.75,17722.0,United Kingdom
556719,22625,RED KITCHEN SCALES,2.0,2011-06-14 11:21:00,8.5,17428.0,United Kingdom
542397,22551,PLASTERS IN TIN SPACEBOY,48.0,2011-01-27 15:22:00,1.65,13328.0,United Kingdom
573888,84971S,SMALL HEART FLOWERS HOOK bad_value,24.0,,0.85,17696.0,United Kingdom typoo
548894,21212,PACK OF 72 RETROSPOT CAKE CASES,3.0,2011-04-04 16:01:00,1.25,,United Kingdom
575484,23170,REGENCY TEA PLATE ROSES,12.0,2011-11-09 17:02:00,1.65,16670.0,United Kingdom
556932,21174,POTTERING IN THE SHED METAL SIGN,2.0,2011-06-15 15:41:00,4.13,,United Kingdom
541268,85152,HAND OVER THE CHOCOLATE   SIGN,2.0,2011-01-17 10:52:00,2.1,12872.0,United Kingdom
555851,23299,FOOD COVER WITH BEADS SET 2,2.0,,3.75,13050.0,United Kingdom ???
569110,20972,PINK CREAM FELT CRAFT TRINKET BOX,12.0,,1.25,17675.0,United Kingdom INVALID
543182,21524,DOORMAT SPOTTY HOME SWEET HOME,1.0,2011-02-04 10:39:00,14.13,,United Kingdom
